Iteration,Cheesecake,Profiterole,Mucake
1,0,1,2
2,0,8,2
3,0,11,2
4,0,11,3
5,0,12,3
6,0,12,3
7,0,14,3
8,0,14,5
9,0,15,6
10,0,16,6
11,0,16,6
12,0,16,6
13,0,16,9
14,0,16,9
15,0,16,9
16,0,17,9
17,0,17,13
18,0,17,14
19,0,17,14
20,0,17,14
21,0,19,14
22,0,19,14
23,0,19,14
24,0,19,14
25,0,19,14
26,0,19,15
27,0,19,15
28,0,19,15
29,0,19,15
30,0,19,15
31,0,19,16
32,0,19,16
33,0,19,16
34,0,19,16
35,0,20,16
36,0,20,16
37,0,20,16
38,0,20,16
39,0,20,16
40,0,20,16
41,0,20,16
42,0,20,16
43,0,20,16
44,0,20,16
45,0,20,16
46,0,20,16
47,0,20,16
48,0,20,16
49,0,20,16
50,0,20,16
51,0,20,16
52,0,20,16
53,0,20,16
54,0,20,16
55,0,20,16
56,0,20,16
57,0,20,16
58,0,20,16
59,0,20,16
60,0,20,16
61,0,20,16
62,0,20,16
63,0,20,16
64,0,20,16
65,0,20,16
66,0,20,16
67,0,20,16
68,0,20,16
69,0,20,16
70,0,20,16
71,0,20,16
72,0,20,16
73,0,20,16
74,0,20,16
75,0,20,16
76,0,20,16
77,0,20,16
78,0,20,16
79,0,20,16
80,0,20,16
81,0,20,16
82,0,20,16
83,0,20,16
84,0,20,16
85,0,20,16
86,0,20,16
87,0,20,16
88,0,20,17
89,0,20,17
90,0,20,17
91,0,20,17
92,0,20,17
93,0,20,17
94,0,20,17
95,0,20,17
96,0,20,17
97,0,20,17
98,0,20,17
99,0,20,17
100,0,20,17
