Iteration,Cheesecake,Profiterole,Mucake
1,0,16,14
2,0,20,15
3,0,20,16
4,0,20,16
5,0,20,16
6,0,20,17
7,0,20,17
8,0,20,17
9,0,20,17
10,0,20,17
11,0,20,17
12,0,20,18
13,0,20,18
14,0,20,18
15,0,21,18
16,0,21,19
17,0,21,19
18,0,21,19
19,0,21,19
20,0,21,19
21,0,21,19
22,0,21,19
23,0,21,19
24,0,21,19
25,0,21,19
26,0,21,19
27,0,21,19
28,0,21,19
29,0,21,19
30,0,21,19
31,0,21,19
32,0,21,19
33,0,21,19
34,0,21,19
35,0,21,19
36,0,21,19
37,0,21,19
38,0,21,19
39,0,21,19
40,0,21,19
41,0,21,19
42,0,21,19
43,0,21,19
44,0,21,19
45,0,21,19
46,0,21,19
47,0,21,19
48,0,21,19
49,0,21,19
50,0,21,19
51,0,21,19
52,0,21,19
53,0,21,19
54,0,21,19
55,0,21,19
56,0,21,19
57,0,21,19
58,0,21,19
59,0,21,19
60,0,21,19
61,0,21,19
62,0,21,19
63,0,21,19
64,0,21,19
65,0,21,19
66,0,21,19
67,0,21,19
68,0,21,19
69,0,21,19
70,0,21,19
71,0,21,19
72,0,21,19
73,0,21,19
74,0,21,19
75,0,21,19
76,0,21,19
77,0,21,19
78,0,21,19
79,0,21,19
80,0,21,19
81,0,21,19
82,0,21,19
83,0,21,19
84,0,21,19
85,0,21,19
86,0,21,19
87,0,21,19
88,0,21,19
89,0,21,19
90,0,21,19
91,0,21,19
92,0,21,19
93,0,21,19
94,0,21,19
95,0,21,19
96,0,21,19
97,0,21,19
98,0,21,19
99,0,21,19
100,0,21,19
