Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
100,1,383,468,4.85,34,1,1
100,2,363,701,4.664589803375032,10,1,1
100,3,552,519,4.95,52,1,1
100,4,478,350,4.858578643762691,20,1,1
100,5,450,449,4.95,46,1,1
100,6,473,509,4.929289321881345,61,1,2
100,7,414,326,4.793844718719117,11,1,2
100,8,483,412,4.888196601125011,37,1,2
100,9,532,360,4.95,23,1,2
100,10,644,420,4.841886116991581,21,1,2
100,11,505,408,4.9,37,1,2
100,12,468,502,4.841886116991581,61,1,2
100,13,470,354,4.9,22,1,2
100,14,494,642,4.95,30,1,2
100,15,569,344,4.85,25,1,2
100,16,495,459,4.929289321881345,54,1,2
100,17,339,511,4.95,34,1,2
100,18,436,530,4.929289321881345,54,1,2
100,19,605,643,5.0,18,1,2
100,20,182,763,0.0,0,0,2
100,21,253,187,0.0,1,0,2
100,22,588,433,4.888196601125011,41,1,2
100,23,593,415,4.9,35,1,2
100,24,478,562,4.888196601125011,53,1,2
100,25,667,315,4.929289321881345,12,1,2
100,26,373,415,4.888196601125011,24,1,2
100,27,462,715,4.888196601125011,15,1,2
100,28,705,629,5.0,7,1,2
100,29,392,600,4.95,33,1,2
100,30,557,435,4.929289321881345,43,1,2
100,31,288,557,4.793844718719117,15,1,3
100,32,523,678,4.8,22,1,3
100,33,471,843,0.0,2,0,3
100,34,528,550,4.929289321881345,52,1,3
100,35,504,409,4.888196601125011,38,1,3
100,36,406,748,4.787867965644035,8,1,3
100,37,281,627,4.787867965644035,9,1,3
100,38,489,270,4.787867965644035,8,1,3
100,39,363,427,4.85,24,1,3
100,40,392,725,4.539022777135356,10,1,3
100,41,419,427,4.95,33,1,3
100,42,491,676,5.0,18,1,3
100,43,394,562,4.95,44,1,3
100,44,652,339,4.85,19,1,3
100,45,668,505,4.85,19,1,3
100,46,476,550,4.95,57,1,3
100,47,620,535,4.888196601125011,30,1,3
100,48,531,529,5.0,51,1,3
100,49,405,528,5.0,47,1,3
100,50,330,436,4.929289321881345,20,1,3

