Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
100,1,456,592,4.929289321881345,41,1,1
100,2,689,376,4.888196601125011,14,1,1
100,3,566,421,4.95,39,1,1
100,4,536,399,4.8,43,1,1
100,5,564,537,4.95,56,1,1
100,6,479,463,4.929289321881345,57,1,2
100,7,596,668,4.85,19,1,2
100,8,319,577,4.95,22,1,2
100,9,621,262,4.75,9,1,2
100,10,599,714,4.793844718719117,14,1,2
100,11,342,518,4.929289321881345,30,1,2
100,12,315,424,4.888196601125011,20,1,2
100,13,505,566,4.95,51,1,2
100,14,548,613,4.888196601125011,37,1,2
100,15,509,588,4.929289321881345,48,1,2
100,16,436,569,4.95,40,1,2
100,17,477,501,4.95,58,1,2
100,18,533,356,4.95,32,1,2
100,19,546,604,5.0,41,1,2
100,20,324,552,4.793844718719117,26,1,2
100,21,571,638,4.929289321881345,34,1,2
100,22,495,453,4.929289321881345,52,1,2
100,23,555,435,4.841886116991581,46,1,2
100,24,322,696,4.679843788128358,10,1,2
100,25,616,385,4.929289321881345,30,1,2
100,26,784,512,4.95,7,1,2
100,27,463,593,4.95,42,1,2
100,28,546,416,5.0,45,1,2
100,29,481,566,4.888196601125011,54,1,2
100,30,507,576,4.95,52,1,2
100,31,439,646,4.95,24,1,3
100,32,307,546,4.888196601125011,23,1,3
100,33,469,469,4.929289321881345,56,1,3
100,34,277,295,4.52830094339717,4,1,3
100,35,393,558,4.841886116991581,38,1,3
100,36,578,551,4.95,49,1,3
100,37,393,471,5.0,42,1,3
100,38,528,425,4.95,50,1,3
100,39,512,485,5.0,58,1,3
100,40,661,302,4.5,14,1,3
100,41,604,320,4.776393202250022,22,1,3
100,42,613,575,4.95,37,1,3
100,43,512,517,4.95,57,1,3
100,44,712,496,4.8197224362268,12,1,3
100,45,410,548,4.95,40,1,3
100,46,679,340,4.929289321881345,13,1,3
100,47,444,394,4.929289321881345,36,1,3
100,48,509,567,4.95,52,1,3
100,49,567,399,4.85,35,1,3
100,50,608,385,4.75,30,1,3

