Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
80,1,456,592,4.8197224362268,49,1,1
80,2,689,376,4.888196601125011,11,1,1
80,3,566,421,4.95,45,1,1
80,4,536,399,4.8,41,1,1
80,5,564,537,4.95,60,1,1
80,6,479,463,4.858578643762691,52,1,2
80,7,596,668,4.776393202250022,25,1,2
80,8,319,577,4.95,19,1,2
80,9,621,262,4.4409830056250525,11,1,2
80,10,599,714,4.793844718719117,16,1,2
80,11,342,518,4.929289321881345,29,1,2
80,12,315,424,4.888196601125011,17,1,2
80,13,505,566,4.95,59,1,2
80,14,548,613,4.888196601125011,49,1,2
80,15,509,588,4.929289321881345,57,1,2
80,16,436,569,4.95,47,1,2
80,17,477,501,4.95,65,1,2
80,18,533,356,4.95,29,1,2
80,19,546,604,5.0,49,1,2
80,20,324,552,4.793844718719117,20,1,2
80,21,571,638,4.929289321881345,34,1,2
80,22,495,453,4.888196601125011,50,1,2
80,23,555,435,4.841886116991581,50,1,2
80,24,322,696,4.679843788128358,4,1,2
80,25,616,385,4.929289321881345,33,1,2
80,26,784,512,4.95,6,1,2
80,27,463,593,4.95,50,1,2
80,28,546,416,5.0,45,1,2
80,29,481,566,4.888196601125011,60,1,2
80,30,507,576,4.95,60,1,2
80,31,439,646,4.95,25,1,3
80,32,307,546,4.888196601125011,18,1,3
80,33,469,469,4.929289321881345,52,1,3
80,34,277,295,4.52830094339717,4,1,3
80,35,393,558,4.841886116991581,45,1,3
80,36,578,551,4.95,57,1,3
80,37,393,471,5.0,37,1,3
80,38,528,425,4.95,49,1,3
80,39,512,485,5.0,66,1,3
80,40,661,302,4.5,14,1,3
80,41,604,320,4.776393202250022,22,1,3
80,42,613,575,4.95,37,1,3
80,43,512,517,4.95,64,1,3
80,44,712,496,4.8197224362268,13,1,3
80,45,410,548,4.929289321881345,47,1,3
80,46,679,340,4.8197224362268,10,1,3
80,47,444,394,4.929289321881345,34,1,3
80,48,509,567,4.95,57,1,3
80,49,567,399,4.85,39,1,3
80,50,608,385,4.75,34,1,3

