Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
80,1,503,434,4.858578643762691,51,1,1
80,2,535,564,4.841886116991581,38,1,1
80,3,655,461,4.929289321881345,27,1,1
80,4,632,390,4.9,23,1,1
80,5,370,385,4.95,31,1,1
80,6,569,551,4.95,38,1,2
80,7,621,390,4.929289321881345,26,1,2
80,8,549,521,4.929289321881345,51,1,2
80,9,222,688,0.0,4,0,2
80,10,246,477,4.8197224362268,8,1,2
80,11,315,381,4.95,21,1,2
80,12,610,556,4.95,33,1,2
80,13,558,556,4.888196601125011,39,1,2
80,14,533,447,4.888196601125011,49,1,2
80,15,648,570,4.95,25,1,2
80,16,364,337,4.85,25,1,2
80,17,488,555,4.929289321881345,40,1,2
80,18,438,380,4.929289321881345,39,1,2
80,19,446,533,4.95,43,1,2
80,20,589,762,4.841886116991581,8,1,2
80,21,335,552,4.787867965644035,28,1,2
80,22,624,423,4.841886116991581,30,1,2
80,23,600,523,4.888196601125011,39,1,2
80,24,559,492,4.95,52,1,2
80,25,554,513,4.929289321881345,51,1,2
80,26,293,453,5.0,22,1,2
80,27,486,361,4.95,33,1,2
80,28,274,500,4.888196601125011,16,1,2
80,29,572,602,4.929289321881345,36,1,2
80,30,381,524,4.95,40,1,2
80,31,638,649,5.0,20,1,3
80,32,672,577,4.929289321881345,19,1,3
80,33,483,592,4.929289321881345,35,1,3
80,34,461,431,4.9,51,1,3
80,35,305,668,4.85,9,1,3
80,36,542,379,4.929289321881345,33,1,3
80,37,415,426,4.929289321881345,47,1,3
80,38,508,385,4.95,37,1,3
80,39,437,524,5.0,46,1,3
80,40,637,325,4.841886116991581,16,1,3
80,41,432,302,4.929289321881345,15,1,3
80,42,617,454,4.929289321881345,38,1,3
80,43,634,391,4.841886116991581,23,1,3
80,44,403,458,4.858578643762691,51,1,3
80,45,621,505,4.888196601125011,34,1,3
80,46,514,397,4.95,36,1,3
80,47,394,534,4.9,42,1,3
80,48,537,590,4.95,33,1,3
80,49,453,440,4.929289321881345,52,1,3
80,50,517,449,4.929289321881345,44,1,3

