Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
1,1,493,535,4.5,38,1,1
1,2,227,495,0.0,5,0,1
1,3,462,311,3.8587287789486675,14,1,1
1,4,681,356,4.389672219213315,6,1,1
1,5,423,387,3.9740857735658404,24,1,1
1,6,663,608,4.635994505535973,13,1,2
1,7,514,310,4.397920271060385,15,1,2
1,8,824,291,0.0,0,0,2
1,9,576,540,4.776393202250022,33,1,2
1,10,440,744,4.477984674554472,9,1,2
1,11,428,655,4.525658350974743,19,1,2
1,12,648,322,3.24928585999884,8,1,2
1,13,506,458,4.048685120477977,43,1,2
1,14,560,451,4.381534156157351,37,1,2
1,15,338,539,4.507557109910195,16,1,2
1,16,408,579,3.653708798216374,31,1,2
1,17,623,458,3.411761982573141,21,1,2
1,18,467,453,4.125357215773205,33,1,2
1,19,620,154,0.0,1,0,2
1,20,712,352,0.7854418974226967,6,1,2
1,21,608,383,4.289366479822405,16,1,2
1,22,734,506,2.975154326868341,6,1,2
1,23,649,614,4.841886116991581,12,1,2
1,24,645,576,3.402345469132954,18,1,2
1,25,421,423,4.888196601125011,30,1,2
1,26,634,635,4.098612181134003,12,1,2
1,27,191,428,0.0,2,0,2
1,28,522,272,2.761138682276189,6,1,2
1,29,554,425,4.6958618734850885,30,1,2
1,30,629,407,4.75,14,1,2
1,31,378,389,4.54723074309313,19,1,3
1,32,296,740,0.0,5,0,3
1,33,870,591,0.0,1,0,3
1,34,489,398,4.327318797646315,26,1,3
1,35,384,548,3.881966011250105,25,1,3
1,36,657,562,3.156091108541423,17,1,3
1,37,629,456,3.1318458307730594,19,1,3
1,38,398,689,4.858578643762691,15,1,3
1,39,431,510,4.497506218943956,31,1,3
1,40,467,714,4.14853068170368,12,1,3
1,41,301,576,4.539022777135356,12,1,3
1,42,510,314,1.9044386615671787,15,1,3
1,43,477,526,4.06592291538653,42,1,3
1,44,469,593,4.395847701320271,34,1,3
1,45,340,559,3.758025765162578,17,1,3
1,46,560,286,0.5736583954692336,7,1,3
1,47,326,384,4.25,12,1,3
1,48,464,689,4.639444872453601,16,1,3
1,49,560,550,4.5968871125850725,34,1,3
1,50,388,549,2.89464967285727,25,1,3

