Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
60,1,493,535,4.929289321881345,46,1,1
60,2,227,495,4.8197224362268,4,1,1
60,3,462,311,5.0,20,1,1
60,4,681,356,4.646446609406726,11,1,1
60,5,423,387,4.85,24,1,1
60,6,663,608,5.0,20,1,2
60,7,514,310,5.0,20,1,2
60,8,824,291,0.0,0,0,2
60,9,576,540,4.85,35,1,2
60,10,440,744,4.888196601125011,13,1,2
60,11,428,655,4.95,31,1,2
60,12,648,322,4.9,15,1,2
60,13,506,458,4.929289321881345,42,1,2
60,14,560,451,4.95,43,1,2
60,15,338,539,4.888196601125011,25,1,2
60,16,408,579,4.95,43,1,2
60,17,623,458,4.9,34,1,2
60,18,467,453,4.929289321881345,46,1,2
60,19,620,154,0.0,0,0,2
60,20,712,352,4.679843788128358,8,1,2
60,21,608,383,4.858578643762691,28,1,2
60,22,734,506,4.793844718719117,11,1,2
60,23,649,614,4.858578643762691,21,1,2
60,24,645,576,4.9,28,1,2
60,25,421,423,4.888196601125011,30,1,2
60,26,634,635,4.888196601125011,20,1,2
60,27,191,428,3.546555814625137,3,1,2
60,28,522,272,4.787867965644035,13,1,2
60,29,554,425,4.929289321881345,34,1,2
60,30,629,407,4.888196601125011,27,1,2
60,31,378,389,4.858578643762691,21,1,3
60,32,296,740,4.9,5,1,3
60,33,870,591,0.0,1,0,3
60,34,489,398,4.730741759643275,40,1,3
60,35,384,548,4.858578643762691,37,1,3
60,36,657,562,4.95,27,1,3
60,37,629,456,4.730741759643275,31,1,3
60,38,398,689,4.858578643762691,17,1,3
60,39,431,510,4.95,44,1,3
60,40,467,714,4.664589803375032,15,1,3
60,41,301,576,4.8,17,1,3
60,42,510,314,4.888196601125011,21,1,3
60,43,477,526,4.888196601125011,47,1,3
60,44,469,593,4.95,40,1,3
60,45,340,559,4.888196601125011,23,1,3
60,46,560,286,4.9,13,1,3
60,47,326,384,4.8197224362268,14,1,3
60,48,464,689,4.888196601125011,22,1,3
60,49,560,550,4.888196601125011,37,1,3
60,50,388,549,5.0,39,1,3

