Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
20,1,518,651,4.569883736647869,27,1,1
20,2,497,649,4.888196601125011,27,1,1
20,3,584,538,4.95,34,1,1
20,4,493,832,0.0,3,0,1
20,5,473,477,4.841886116991581,46,1,1
20,6,587,502,4.888196601125011,37,1,2
20,7,528,377,4.858578643762691,34,1,2
20,8,483,379,4.929289321881345,39,1,2
20,9,462,678,4.95,19,1,2
20,10,456,371,4.776393202250022,30,1,2
20,11,478,733,4.572799812734123,12,1,2
20,12,366,564,4.639444872453601,22,1,2
20,13,480,560,4.95,42,1,2
20,14,727,575,4.841886116991581,8,1,2
20,15,382,518,4.646446609406726,30,1,2
20,16,356,642,4.5,17,1,2
20,17,316,346,4.525658350974743,8,1,2
20,18,409,419,4.75,28,1,2
20,19,441,459,4.730741759643275,41,1,2
20,20,694,687,4.0447513412728595,8,1,2
20,21,552,513,5.0,47,1,2
20,22,345,627,4.929289321881345,18,1,2
20,23,548,835,0.0,1,0,2
20,24,449,191,0.0,2,0,2
20,25,307,534,4.793844718719117,17,1,2
20,26,616,516,4.54723074309313,29,1,2
20,27,315,574,4.646446609406726,18,1,2
20,28,345,400,4.699999999999999,15,1,2
20,29,691,325,4.587689437438234,11,1,2
20,30,664,540,4.888196601125011,21,1,2
20,31,357,481,4.679843788128358,21,1,3
20,32,263,526,4.4409830056250525,7,1,3
20,33,385,585,4.639444872453601,26,1,3
20,34,603,556,4.776393202250022,31,1,3
20,35,326,556,4.929289321881345,18,1,3
20,36,674,649,4.888196601125011,11,1,3
20,37,357,496,4.575735931288072,22,1,3
20,38,573,349,4.717157287525381,24,1,3
20,39,497,376,4.95,36,1,3
20,40,722,647,4.75,8,1,3
20,41,376,694,4.745049024320361,12,1,3
20,42,314,389,4.679843788128358,12,1,3
20,43,467,481,4.664589803375032,44,1,3
20,44,431,301,4.708452405257734,16,1,3
20,45,495,372,4.8,35,1,3
20,46,382,711,4.646446609406726,13,1,3
20,47,575,605,4.85,30,1,3
20,48,621,389,4.888196601125011,23,1,3
20,49,448,515,4.929289321881345,43,1,3
20,50,572,264,4.6000000000000005,11,1,3

