Iteration,Cheesecake,Profiterole,Mucake
1,0,14,13
2,0,16,14
3,0,17,14
4,0,17,14
5,0,17,14
6,0,18,14
7,0,18,15
8,0,18,17
9,0,18,17
10,0,19,17
11,0,19,17
12,0,19,17
13,0,19,17
14,0,19,17
15,0,19,17
16,0,19,17
17,0,19,18
18,0,19,18
19,0,19,18
20,0,19,18
21,0,19,18
22,0,19,18
23,0,19,18
24,0,19,18
25,0,19,18
26,0,19,18
27,0,19,18
28,0,19,18
29,0,19,18
30,0,19,18
31,0,20,18
32,0,21,18
33,0,21,18
34,0,21,18
35,0,21,18
36,0,21,18
37,0,21,18
38,0,21,18
39,0,21,18
40,0,21,18
41,0,21,18
42,0,21,18
43,0,21,18
44,0,21,18
45,0,21,18
46,0,21,18
47,0,21,18
48,0,21,18
49,0,21,18
50,0,21,18
51,0,21,18
52,0,21,18
53,0,21,18
54,0,21,18
55,0,21,18
56,0,21,18
57,0,21,18
58,0,22,18
59,0,22,18
60,0,22,18
61,0,22,18
62,0,22,18
63,0,22,18
64,0,22,18
65,0,22,18
66,0,22,18
67,0,22,18
68,0,22,18
69,0,22,18
70,0,22,18
71,0,22,18
72,0,22,18
73,0,22,18
74,0,22,18
75,0,22,18
76,0,22,18
77,0,22,18
78,0,22,18
79,0,22,18
80,0,22,18
81,0,22,18
82,0,22,18
83,0,22,18
84,0,22,18
85,0,22,18
86,0,22,18
87,0,22,18
88,0,22,18
89,0,22,18
90,0,22,18
91,0,22,18
92,0,22,18
93,0,22,18
94,0,22,18
95,0,22,18
96,0,22,18
97,0,22,18
98,0,22,18
99,0,22,18
100,0,22,18
