Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
80,1,558,417,4.95,39,1,1
80,2,538,711,4.776393202250022,14,1,1
80,3,541,346,4.841886116991581,27,1,1
80,4,510,499,4.95,54,1,1
80,5,614,580,4.8197224362268,40,1,1
80,6,489,691,4.8197224362268,21,1,2
80,7,586,467,4.841886116991581,46,1,2
80,8,465,386,4.9,30,1,2
80,9,439,526,4.888196601125011,43,1,2
80,10,646,604,4.776393202250022,24,1,2
80,11,468,517,4.888196601125011,49,1,2
80,12,397,614,4.888196601125011,35,1,2
80,13,459,473,4.858578643762691,43,1,2
80,14,609,425,4.95,35,1,2
80,15,552,649,4.85,30,1,2
80,16,660,355,4.85,15,1,2
80,17,523,877,0.0,2,0,2
80,18,316,427,4.730741759643275,16,1,2
80,19,678,549,4.85,26,1,2
80,20,547,401,4.9,35,1,2
80,21,746,507,4.787867965644035,7,1,2
80,22,553,525,4.929289321881345,49,1,2
80,23,418,525,4.841886116991581,42,1,2
80,24,569,387,4.95,30,1,2
80,25,696,625,4.95,15,1,2
80,26,282,517,4.95,14,1,2
80,27,641,350,4.858578643762691,16,1,2
80,28,513,550,4.95,57,1,2
80,29,414,507,4.9,38,1,2
80,30,446,570,4.929289321881345,48,1,2
80,31,450,321,4.708452405257734,20,1,3
80,32,363,755,4.646446609406726,8,1,3
80,33,769,331,0.0,0,0,3
80,34,522,685,4.929289321881345,19,1,3
80,35,363,600,4.95,28,1,3
80,36,448,358,5.0,22,1,3
80,37,381,493,4.8197224362268,32,1,3
80,38,619,531,4.858578643762691,40,1,3
80,39,364,564,4.95,32,1,3
80,40,685,472,4.888196601125011,18,1,3
80,41,412,516,4.888196601125011,41,1,3
80,42,643,485,4.793844718719117,33,1,3
80,43,516,630,4.888196601125011,33,1,3
80,44,244,658,4.609487516204668,4,1,3
80,45,437,509,5.0,44,1,3
80,46,549,694,4.639444872453601,17,1,3
80,47,595,423,4.85,37,1,3
80,48,518,389,4.9,36,1,3
80,49,742,509,4.730741759643275,10,1,3
80,50,315,538,5.0,21,1,3

