Iteration,Cheesecake,Profiterole,Mucake
1,0,16,12
2,0,17,14
3,0,18,15
4,0,19,16
5,0,20,16
6,0,20,16
7,0,20,16
8,0,20,16
9,0,20,16
10,0,20,16
11,0,20,16
12,0,20,16
13,0,20,17
14,0,20,17
15,0,20,17
16,0,20,17
17,0,20,17
18,0,20,18
19,0,20,18
20,0,20,18
21,0,20,18
22,0,20,18
23,0,20,18
24,0,21,18
25,0,21,19
26,0,21,19
27,0,21,19
28,0,21,19
29,0,21,19
30,0,21,19
31,0,22,19
32,0,22,19
33,0,23,19
34,0,23,19
35,0,23,19
36,0,23,19
37,0,23,19
38,0,23,19
39,0,23,19
40,0,23,19
41,0,23,19
42,0,23,19
43,0,23,19
44,0,24,19
45,0,24,19
46,0,24,19
47,0,24,19
48,0,24,19
49,0,24,19
50,0,24,19
51,0,24,19
52,0,24,19
53,0,24,19
54,0,24,19
55,0,24,19
56,0,24,19
57,0,24,19
58,0,24,19
59,0,24,19
60,0,24,19
61,0,24,19
62,0,24,19
63,0,24,19
64,0,24,19
65,0,24,19
66,0,24,19
67,0,24,19
68,0,24,19
69,0,24,19
70,0,24,19
71,0,24,19
72,0,24,19
73,0,24,19
74,0,24,19
75,0,24,19
76,0,24,19
77,0,24,19
78,0,24,19
79,0,24,19
80,0,24,19
81,0,24,19
82,0,24,19
83,0,24,19
84,0,24,19
85,0,24,19
86,0,24,19
87,0,24,19
88,0,24,19
89,0,24,19
90,0,24,19
91,0,24,19
92,0,24,19
93,0,24,19
94,0,24,19
95,0,24,19
96,0,24,19
97,0,24,19
98,0,24,19
99,0,24,19
100,0,24,19
