Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
40,1,428,577,4.888196601125011,36,1,1
40,2,420,377,4.888196601125011,29,1,1
40,3,513,469,4.95,39,1,1
40,4,924,407,0.0,0,0,1
40,5,285,470,4.730741759643275,20,1,1
40,6,492,457,4.95,44,1,2
40,7,576,430,4.85,36,1,2
40,8,355,519,4.787867965644035,29,1,2
40,9,370,382,4.9,24,1,2
40,10,385,397,4.858578643762691,30,1,2
40,11,411,383,5.0,29,1,2
40,12,627,562,4.929289321881345,26,1,2
40,13,528,697,4.841886116991581,27,1,2
40,14,584,559,4.8,37,1,2
40,15,524,623,4.745049024320361,37,1,2
40,16,587,713,4.75,20,1,2
40,17,664,575,4.699999999999999,20,1,2
40,18,603,689,4.929289321881345,22,1,2
40,19,409,505,4.841886116991581,39,1,2
40,20,461,607,4.8197224362268,38,1,2
40,21,482,583,4.9,41,1,2
40,22,431,368,5.0,29,1,2
40,23,293,433,4.95,17,1,2
40,24,528,419,4.793844718719117,36,1,2
40,25,407,450,4.745049024320361,40,1,2
40,26,458,638,4.787867965644035,34,1,2
40,27,405,475,4.85,38,1,2
40,28,522,528,4.85,43,1,2
40,29,564,505,4.95,42,1,2
40,30,633,586,4.841886116991581,24,1,2
40,31,637,605,4.793844718719117,21,1,3
40,32,472,159,0.0,1,0,3
40,33,569,323,4.575735931288072,18,1,3
40,34,481,529,4.8197224362268,45,1,3
40,35,574,776,4.468492709363268,13,1,3
40,36,471,646,5.0,36,1,3
40,37,197,623,0.0,2,0,3
40,38,516,753,4.525658350974743,14,1,3
40,39,468,333,4.841886116991581,26,1,3
40,40,358,497,4.858578643762691,29,1,3
40,41,575,465,4.85,38,1,3
40,42,649,309,4.4,8,1,3
40,43,472,486,4.95,49,1,3
40,44,541,678,4.929289321881345,27,1,3
40,45,729,462,4.708452405257734,8,1,3
40,46,418,218,3.9264544723208057,2,1,3
40,47,438,369,4.888196601125011,32,1,3
40,48,566,314,4.95,18,1,3
40,49,537,359,4.8197224362268,28,1,3
40,50,489,393,4.745049024320361,39,1,3

