Iteration,Cheesecake,Profiterole,Mucake
1,0,12,14
2,0,17,17
3,0,19,17
4,0,19,17
5,0,19,18
6,0,19,18
7,0,19,18
8,0,19,18
9,0,19,18
10,0,21,18
11,0,21,18
12,0,21,18
13,0,21,18
14,0,21,18
15,0,21,18
16,0,23,18
17,0,23,18
18,0,23,18
19,0,23,18
20,0,23,18
21,0,23,18
22,0,23,18
23,0,23,18
24,0,23,18
25,0,23,18
26,0,23,18
27,0,23,18
28,0,23,18
29,0,23,18
30,0,23,18
31,0,23,18
32,0,23,18
33,0,23,18
34,0,23,18
35,0,23,18
36,0,23,18
37,0,23,18
38,0,23,18
39,0,23,18
40,0,23,18
41,0,23,18
42,0,23,18
43,0,23,18
44,0,23,18
45,0,23,18
46,0,23,18
47,0,23,18
48,0,23,18
49,0,23,18
50,0,23,18
51,0,23,18
52,0,23,18
53,0,23,18
54,0,23,18
55,0,23,18
56,0,23,18
57,0,23,18
58,0,23,18
59,0,23,18
60,0,23,18
61,0,23,18
62,0,23,18
63,0,23,18
64,0,23,18
65,0,23,18
66,0,23,18
67,0,23,18
68,0,23,18
69,0,23,18
70,0,23,18
71,0,23,18
72,0,23,18
73,0,23,18
74,0,23,18
75,0,24,18
76,0,24,18
77,0,24,18
78,0,24,19
79,0,24,19
80,0,24,19
81,0,24,19
82,0,24,19
83,0,24,19
84,0,24,19
85,0,24,19
86,0,24,19
87,0,24,19
88,0,24,19
89,0,24,19
90,0,24,19
91,0,24,19
92,0,24,19
93,0,24,19
94,0,24,19
95,0,24,19
96,0,24,19
97,0,24,19
98,0,24,19
99,0,24,19
100,0,24,19
