Iteration,Cheesecake,Profiterole,Mucake
1,0,19,15
2,0,20,15
3,0,21,17
4,0,21,17
5,0,21,17
6,0,23,17
7,0,23,17
8,0,23,17
9,0,23,17
10,0,23,17
11,0,23,17
12,0,23,17
13,0,23,17
14,0,23,17
15,0,23,17
16,0,23,17
17,0,23,17
18,0,23,17
19,0,23,17
20,0,23,17
21,0,23,17
22,0,23,17
23,0,23,17
24,0,23,17
25,0,23,17
26,0,23,17
27,0,23,17
28,0,23,17
29,0,23,17
30,0,23,17
31,0,23,17
32,0,23,17
33,0,23,17
34,0,23,17
35,0,23,17
36,0,23,17
37,0,23,17
38,0,24,17
39,0,24,17
40,0,24,17
41,0,24,17
42,0,24,17
43,0,24,17
44,0,24,17
45,0,24,17
46,0,24,17
47,0,24,17
48,0,24,17
49,0,24,17
50,0,24,17
51,0,24,17
52,0,24,17
53,0,24,17
54,0,24,17
55,0,24,17
56,0,24,17
57,0,24,17
58,0,24,18
59,0,24,19
60,0,24,19
61,0,24,19
62,0,24,19
63,0,24,19
64,0,24,19
65,0,24,19
66,0,24,19
67,0,24,19
68,0,24,19
69,0,24,19
70,0,24,19
71,0,24,19
72,0,24,19
73,0,24,19
74,0,24,19
75,0,24,19
76,0,24,19
77,0,24,19
78,0,24,19
79,0,24,19
80,0,24,19
81,0,24,19
82,0,24,19
83,0,24,19
84,0,24,19
85,0,24,19
86,0,24,19
87,0,24,19
88,0,24,19
89,0,24,19
90,0,24,19
91,0,24,19
92,0,24,19
93,0,24,19
94,0,24,19
95,0,24,19
96,0,24,19
97,0,24,19
98,0,24,19
99,0,24,19
100,0,24,19
