Iteration,Cheesecake,Profiterole,Mucake
1,0,17,13
2,0,19,14
3,0,19,14
4,0,19,15
5,0,19,15
6,0,19,15
7,0,19,15
8,0,19,15
9,0,19,15
10,0,19,15
11,0,19,15
12,0,19,15
13,0,19,15
14,0,19,15
15,0,19,15
16,0,19,15
17,0,20,15
18,0,20,15
19,0,20,15
20,0,20,15
21,0,20,15
22,0,20,15
23,0,20,15
24,0,20,15
25,0,20,15
26,0,20,15
27,0,20,15
28,0,20,15
29,0,20,15
30,0,20,15
31,0,20,15
32,0,20,15
33,0,20,15
34,0,20,15
35,0,20,15
36,0,20,15
37,0,20,15
38,0,20,15
39,0,20,15
40,0,20,15
41,0,20,15
42,0,20,15
43,0,20,15
44,0,20,15
45,0,20,15
46,0,20,15
47,0,20,15
48,0,20,15
49,0,20,15
50,0,20,15
51,0,20,15
52,0,20,15
53,0,20,15
54,0,20,15
55,0,20,15
56,0,20,15
57,0,20,15
58,0,20,15
59,0,20,15
60,0,20,15
61,0,20,15
62,0,20,15
63,0,20,15
64,0,20,15
65,0,20,15
66,0,20,15
67,0,20,15
68,0,20,15
69,0,21,15
70,0,21,15
71,0,21,15
72,0,21,15
73,0,21,15
74,0,21,15
75,0,21,15
76,0,21,15
77,0,21,15
78,0,21,15
79,0,21,15
80,0,21,15
81,0,21,15
82,0,21,15
83,0,21,15
84,0,21,15
85,0,21,15
86,0,21,15
87,0,21,15
88,0,21,15
89,0,21,15
90,0,21,15
91,0,21,15
92,0,21,15
93,0,21,15
94,0,21,15
95,0,21,15
96,0,21,15
97,0,21,15
98,0,21,15
99,0,21,15
100,0,21,15
