Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
20,1,532,530,4.730741759643275,41,1,1
20,2,503,638,4.646446609406726,31,1,1
20,3,642,452,4.8,30,1,1
20,4,502,667,4.929289321881345,25,1,1
20,5,654,675,4.552786404500042,16,1,1
20,6,634,533,4.793844718719117,35,1,2
20,7,468,334,4.85,35,1,2
20,8,490,595,4.9,40,1,2
20,9,294,493,4.745049024320361,15,1,2
20,10,463,478,4.552786404500042,42,1,2
20,11,348,458,4.793844718719117,23,1,2
20,12,580,646,4.787867965644035,28,1,2
20,13,469,743,4.6000000000000005,9,1,2
20,14,715,489,4.619211344706804,12,1,2
20,15,316,469,4.776393202250022,17,1,2
20,16,546,601,4.730741759643275,36,1,2
20,17,586,535,4.95,39,1,2
20,18,536,218,4.3291796067500625,7,1,2
20,19,426,590,4.619211344706804,34,1,2
20,20,512,728,4.619211344706804,12,1,2
20,21,762,285,4.126787540171351,1,1,2
20,22,428,672,4.745049024320361,22,1,2
20,23,457,425,4.635994505535973,38,1,2
20,24,679,641,4.9,14,1,2
20,25,517,581,4.8,46,1,2
20,26,524,402,4.841886116991581,41,1,2
20,27,421,520,4.9,35,1,2
20,28,210,616,0.0,2,0,2
20,29,509,402,4.75,33,1,2
20,30,319,437,4.525658350974743,18,1,2
20,31,426,309,4.5968871125850725,20,1,3
20,32,483,497,4.75,42,1,3
20,33,393,652,4.9,19,1,3
20,34,504,414,4.776393202250022,38,1,3
20,35,561,413,4.8,41,1,3
20,36,365,701,4.65,10,1,3
20,37,322,466,4.717157287525381,19,1,3
20,38,624,603,4.793844718719117,28,1,3
20,39,854,281,0.0,1,0,3
20,40,341,597,4.683772233983162,16,1,3
20,41,722,481,4.679843788128358,11,1,3
20,42,605,441,4.679843788128358,37,1,3
20,43,641,565,4.888196601125011,31,1,3
20,44,469,586,4.679843788128358,38,1,3
20,45,503,545,4.776393202250022,41,1,3
20,46,610,620,4.75,27,1,3
20,47,603,486,4.841886116991581,38,1,3
20,48,661,483,4.8,29,1,3
20,49,581,552,4.646446609406726,38,1,3
20,50,532,578,4.730741759643275,44,1,3

