Iteration,Cheesecake,Profiterole,Mucake
1,0,14,13
2,0,16,15
3,0,16,16
4,0,17,16
5,0,17,16
6,0,17,16
7,0,17,16
8,0,17,16
9,0,17,16
10,0,17,16
11,0,17,16
12,0,17,16
13,0,17,16
14,0,17,16
15,0,17,16
16,0,17,16
17,0,17,16
18,0,17,16
19,0,17,16
20,0,17,16
21,0,17,16
22,0,17,16
23,0,17,16
24,0,17,16
25,0,17,16
26,0,17,16
27,0,17,16
28,0,17,16
29,0,17,16
30,0,17,16
31,0,17,16
32,0,17,16
33,0,17,16
34,0,17,16
35,0,17,16
36,0,17,16
37,0,17,16
38,0,17,16
39,0,17,16
40,0,17,16
41,0,17,16
42,0,17,16
43,0,17,16
44,0,17,16
45,0,17,16
46,0,17,16
47,0,17,16
48,0,17,16
49,0,17,16
50,0,17,16
51,0,17,16
52,0,17,16
53,0,17,16
54,0,18,16
55,0,18,16
56,0,18,16
57,0,18,16
58,0,18,16
59,0,18,16
60,0,18,16
61,0,18,16
62,0,18,16
63,0,18,16
64,0,18,16
65,0,18,16
66,0,18,16
67,0,18,16
68,0,18,16
69,0,18,16
70,0,18,16
71,0,18,16
72,0,18,16
73,0,18,16
74,0,18,16
75,0,18,16
76,0,18,16
77,0,18,16
78,0,18,16
79,0,18,16
80,0,18,16
81,0,18,16
82,0,18,16
83,0,18,16
84,0,18,16
85,0,18,16
86,0,18,16
87,0,18,16
88,0,18,16
89,0,18,16
90,0,18,16
91,0,18,16
92,0,18,16
93,0,18,16
94,0,18,16
95,0,18,16
96,0,18,16
97,0,18,16
98,0,18,16
99,0,18,16
100,0,18,16
