Iteration,Cheesecake,Profiterole,Mucake
1,0,20,16
2,0,22,18
3,0,22,18
4,0,22,18
5,0,24,18
6,0,24,18
7,0,24,18
8,0,24,18
9,0,24,18
10,0,24,18
11,0,24,18
12,0,24,18
13,0,24,18
14,0,24,19
15,0,24,19
16,0,24,19
17,0,24,19
18,0,24,19
19,0,24,19
20,0,24,19
21,0,24,19
22,0,24,19
23,0,25,19
24,0,25,19
25,0,25,19
26,0,25,19
27,0,25,19
28,0,25,19
29,0,25,19
30,0,25,19
31,0,25,19
32,0,25,19
33,0,25,19
34,0,25,19
35,0,25,19
36,0,25,19
37,0,25,19
38,0,25,19
39,0,25,19
40,0,25,19
41,0,25,19
42,0,25,19
43,0,25,19
44,0,25,19
45,0,25,19
46,0,25,19
47,0,25,19
48,0,25,19
49,0,25,19
50,0,25,19
51,0,25,19
52,0,25,19
53,0,25,19
54,0,25,19
55,0,25,19
56,0,25,19
57,0,25,19
58,0,25,19
59,0,25,19
60,0,25,19
61,0,25,19
62,0,25,19
63,0,25,19
64,0,25,19
65,0,25,19
66,0,25,19
67,0,25,19
68,0,25,19
69,0,25,19
70,0,25,19
71,0,25,19
72,0,25,19
73,0,25,19
74,0,25,19
75,0,25,19
76,0,25,19
77,0,25,19
78,0,25,19
79,0,25,19
80,0,25,19
81,0,25,19
82,0,25,19
83,0,25,19
84,0,25,19
85,0,25,19
86,0,25,19
87,0,25,19
88,0,25,19
89,0,25,19
90,0,25,19
91,0,25,19
92,0,25,19
93,0,25,19
94,0,25,19
95,0,25,19
96,0,25,19
97,0,25,19
98,0,25,19
99,0,25,19
100,0,25,19
