Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
100,1,553,593,4.888196601125011,38,1,1
100,2,560,418,4.929289321881345,48,1,1
100,3,294,478,4.95,12,1,1
100,4,312,767,0.0,3,0,1
100,5,465,594,4.95,42,1,1
100,6,463,402,4.85,48,1,2
100,7,371,330,4.95,15,1,2
100,8,220,464,4.683772233983162,9,1,2
100,9,508,514,4.888196601125011,72,1,2
100,10,724,685,4.888196601125011,10,1,2
100,11,468,547,4.9,59,1,2
100,12,626,564,4.929289321881345,26,1,2
100,13,160,459,4.1753788748764675,3,1,2
100,14,281,493,4.730741759643275,10,1,2
100,15,369,695,4.639444872453601,6,1,2
100,16,551,489,4.929289321881345,59,1,2
100,17,753,514,4.708452405257734,8,1,2
100,18,484,302,4.8197224362268,17,1,2
100,19,466,507,4.95,63,1,2
100,20,535,684,4.841886116991581,17,1,2
100,21,502,564,4.8197224362268,52,1,2
100,22,489,786,4.5968871125850725,7,1,2
100,23,476,593,4.929289321881345,44,1,2
100,24,369,575,4.95,19,1,2
100,25,450,359,4.888196601125011,37,1,2
100,26,702,370,4.9,11,1,2
100,27,243,525,4.776393202250022,6,1,2
100,28,710,370,4.8,11,1,2
100,29,529,583,4.95,45,1,2
100,30,464,701,4.85,14,1,2
100,31,560,569,4.929289321881345,44,1,3
100,32,371,510,4.95,33,1,3
100,33,480,800,4.745049024320361,5,1,3
100,34,635,699,4.745049024320361,14,1,3
100,35,680,591,4.95,10,1,3
100,36,487,434,4.929289321881345,53,1,3
100,37,486,425,4.929289321881345,53,1,3
100,38,623,502,4.787867965644035,32,1,3
100,39,581,441,4.9,50,1,3
100,40,467,485,4.888196601125011,64,1,3
100,41,381,354,4.9,22,1,3
100,42,516,370,4.95,39,1,3
100,43,529,472,4.929289321881345,58,1,3
100,44,457,379,4.9,40,1,3
100,45,476,432,5.0,56,1,3
100,46,499,167,3.7916954026405425,1,1,3
100,47,417,553,4.858578643762691,40,1,3
100,48,708,568,5.0,10,1,3
100,49,666,428,4.787867965644035,22,1,3
100,50,682,262,4.8197224362268,3,1,3

