Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
60,1,553,593,4.85,36,1,1
60,2,560,418,4.929289321881345,42,1,1
60,3,294,478,4.95,18,1,1
60,4,312,767,0.0,4,0,1
60,5,465,594,4.929289321881345,42,1,1
60,6,463,402,4.85,47,1,2
60,7,371,330,4.95,12,1,2
60,8,220,464,4.447731949140637,11,1,2
60,9,508,514,4.888196601125011,54,1,2
60,10,724,685,4.888196601125011,7,1,2
60,11,468,547,4.9,46,1,2
60,12,626,564,4.929289321881345,25,1,2
60,13,160,459,4.1753788748764675,5,1,2
60,14,281,493,4.730741759643275,15,1,2
60,15,369,695,4.639444872453601,11,1,2
60,16,551,489,4.888196601125011,54,1,2
60,17,753,514,4.708452405257734,7,1,2
60,18,484,302,4.793844718719117,20,1,2
60,19,466,507,4.85,53,1,2
60,20,535,684,4.787867965644035,20,1,2
60,21,502,564,4.8197224362268,48,1,2
60,22,489,786,4.5968871125850725,9,1,2
60,23,476,593,4.9,41,1,2
60,24,369,575,4.95,22,1,2
60,25,450,359,4.85,37,1,2
60,26,702,370,4.8197224362268,7,1,2
60,27,243,525,4.776393202250022,10,1,2
60,28,710,370,4.8,7,1,2
60,29,529,583,4.929289321881345,40,1,2
60,30,464,701,4.85,21,1,2
60,31,560,569,4.929289321881345,35,1,3
60,32,371,510,4.95,27,1,3
60,33,480,800,4.664589803375032,8,1,3
60,34,635,699,4.745049024320361,8,1,3
60,35,680,591,4.841886116991581,12,1,3
60,36,487,434,4.888196601125011,53,1,3
60,37,486,425,4.929289321881345,50,1,3
60,38,623,502,4.75,28,1,3
60,39,581,441,4.888196601125011,43,1,3
60,40,467,485,4.888196601125011,52,1,3
60,41,381,354,4.9,20,1,3
60,42,516,370,4.8197224362268,41,1,3
60,43,529,472,4.9,57,1,3
60,44,457,379,4.9,39,1,3
60,45,476,432,5.0,50,1,3
60,46,499,167,0.0,2,0,3
60,47,417,553,4.858578643762691,32,1,3
60,48,708,568,4.8197224362268,13,1,3
60,49,666,428,4.787867965644035,19,1,3
60,50,682,262,4.447731949140637,2,1,3

