Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
1,1,484,506,4.609487516204668,39,1,1
1,2,437,577,4.679843788128358,27,1,1
1,3,436,540,4.397920271060385,30,1,1
1,4,363,353,4.186058970195015,15,1,1
1,5,548,719,4.00752833793604,14,1,1
1,6,349,533,3.907983516607922,17,1,2
1,7,596,715,3.8,12,1,2
1,8,266,664,0.0,4,0,2
1,9,404,804,0.0,1,0,2
1,10,369,438,3.479309367425445,21,1,2
1,11,589,509,3.83380962103094,31,1,2
1,12,475,337,3.3507577497529355,26,1,2
1,13,540,317,4.497506218943956,22,1,2
1,14,502,524,5.0,40,1,2
1,15,462,659,4.034339604208601,17,1,2
1,16,403,496,4.1499999999999995,33,1,2
1,17,417,322,3.2759060350433327,13,1,2
1,18,405,464,4.1753788748764675,29,1,2
1,19,552,554,4.54723074309313,31,1,2
1,20,734,545,2.8599065440967304,6,1,2
1,21,374,383,4.271989011071948,18,1,2
1,22,562,660,4.14853068170368,22,1,2
1,23,636,621,3.9875771634341706,18,1,2
1,24,548,525,4.683772233983162,34,1,2
1,25,586,496,4.289366479822405,31,1,2
1,26,464,678,2.9918914371976797,14,1,2
1,27,481,664,3.95,17,1,2
1,28,375,646,4.8197224362268,12,1,2
1,29,528,486,3.69137476716976,42,1,2
1,30,421,437,4.2982165576190905,35,1,2
1,31,518,391,4.639444872453601,38,1,3
1,32,546,605,4.126787540171351,27,1,3
1,33,580,389,3.995012437887911,35,1,3
1,34,637,551,3.871948582732152,23,1,3
1,35,361,576,3.9987507802749604,18,1,3
1,36,495,546,4.271989011071948,35,1,3
1,37,328,424,4.0821220124657085,18,1,3
1,38,666,533,3.50835661098237,18,1,3
1,39,622,552,3.430764517352478,22,1,3
1,40,141,411,0.0,1,0,3
1,41,472,592,3.9369854187265347,30,1,3
1,42,603,451,3.044239278439205,28,1,3
1,43,467,617,3.7,23,1,3
1,44,557,425,4.52830094339717,39,1,3
1,45,558,639,3.8587287789486675,21,1,3
1,46,493,786,0.0,3,0,3
1,47,457,368,4.52830094339717,31,1,3
1,48,570,560,4.497506218943956,27,1,3
1,49,595,469,3.238608504619147,31,1,3
1,50,575,401,3.2897368623512935,37,1,3

