Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
1,1,484,340,4.179939026657164,24,1,1
1,2,433,582,4.552786404500042,37,1,1
1,3,593,550,4.507557109910195,23,1,1
1,4,442,375,4.95,28,1,1
1,5,590,462,4.664589803375032,24,1,1
1,6,593,414,3.7824204338114082,21,1,2
1,7,213,352,0.0,2,0,2
1,8,525,545,4.017655864780575,34,1,2
1,9,346,402,4.363603896932108,20,1,2
1,10,417,472,4.552786404500042,33,1,2
1,11,473,719,4.193774225170145,14,1,2
1,12,568,365,3.6790155186377094,21,1,2
1,13,553,253,4.776393202250022,12,1,2
1,14,582,459,3.546555814625137,27,1,2
1,15,277,539,3.871948582732152,15,1,2
1,16,363,488,3.75,32,1,2
1,17,565,255,2.7411286003846964,12,1,2
1,18,480,462,4.193774225170145,31,1,2
1,19,540,425,3.948810197918568,24,1,2
1,20,630,700,1.8687063376297646,7,1,2
1,21,543,497,3.5439780221438966,29,1,2
1,22,296,401,3.62431835078024,16,1,2
1,23,559,283,2.747778874088958,16,1,2
1,24,484,522,4.4409830056250525,34,1,2
1,25,790,632,0.0,3,0,2
1,26,348,651,4.292893218813452,11,1,2
1,27,693,578,3.832738247007125,15,1,2
1,28,400,504,4.569883736647869,37,1,2
1,29,510,336,4.3199264745632275,26,1,2
1,30,482,484,4.25,30,1,2
1,31,500,319,3.995012437887911,23,1,3
1,32,524,523,3.546555814625137,33,1,3
1,33,521,638,4.85,21,1,3
1,34,209,372,0.0,3,0,3
1,35,925,347,0.0,0,0,3
1,36,505,522,3.5422620262886753,34,1,3
1,37,803,595,0.0,4,0,3
1,38,515,650,3.8115135675995293,21,1,3
1,39,675,322,0.0,4,0,3
1,40,507,759,4.060585288597204,8,1,3
1,41,712,607,3.6658335935873665,9,1,3
1,42,881,499,0.0,1,0,3
1,43,697,538,3.557779489814404,18,1,3
1,44,451,537,4.6958618734850885,38,1,3
1,45,461,462,3.9801960972814427,32,1,3
1,46,555,597,4.145599625468247,26,1,3
1,47,407,482,4.468492709363268,31,1,3
1,48,396,485,3.3675172282685493,30,1,3
1,49,635,557,4.929289321881345,22,1,3
1,50,464,690,3.5286061030437836,15,1,3

