Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
20,1,493,691,4.888196601125011,24,1,1
20,2,512,476,4.95,45,1,1
20,3,320,295,4.75,4,1,1
20,4,482,678,4.929289321881345,26,1,1
20,5,477,404,4.929289321881345,40,1,1
20,6,533,496,4.888196601125011,46,1,2
20,7,509,415,4.888196601125011,45,1,2
20,8,402,541,4.888196601125011,33,1,2
20,9,530,559,4.8,45,1,2
20,10,500,529,4.776393202250022,42,1,2
20,11,675,639,4.619211344706804,15,1,2
20,12,414,581,4.708452405257734,33,1,2
20,13,517,457,4.95,46,1,2
20,14,388,453,4.95,30,1,2
20,15,498,630,4.9,32,1,2
20,16,401,642,4.3199264745632275,27,1,2
20,17,300,464,4.639444872453601,20,1,2
20,18,509,330,4.6958618734850885,32,1,2
20,19,420,278,4.75,17,1,2
20,20,647,693,4.6958618734850885,10,1,2
20,21,570,400,4.793844718719117,41,1,2
20,22,351,431,4.841886116991581,23,1,2
20,23,481,470,4.95,41,1,2
20,24,619,528,4.699999999999999,33,1,2
20,25,710,293,4.552786404500042,4,1,2
20,26,586,602,4.75,35,1,2
20,27,481,622,4.679843788128358,33,1,2
20,28,782,495,4.186058970195015,5,1,2
20,29,534,375,4.929289321881345,37,1,2
20,30,352,492,4.95,27,1,2
20,31,563,487,4.793844718719117,47,1,3
20,32,626,508,4.619211344706804,32,1,3
20,33,419,266,4.888196601125011,12,1,3
20,34,525,503,4.85,48,1,3
20,35,442,643,4.841886116991581,30,1,3
20,36,554,355,4.699999999999999,36,1,3
20,37,561,336,4.85,30,1,3
20,38,644,497,4.572799812734123,28,1,3
20,39,378,381,4.359687576256715,18,1,3
20,40,736,241,0.0,4,0,3
20,41,351,413,4.793844718719117,20,1,3
20,42,370,510,4.646446609406726,32,1,3
20,43,493,638,4.841886116991581,31,1,3
20,44,607,282,4.841886116991581,12,1,3
20,45,465,466,4.8197224362268,38,1,3
20,46,575,345,4.787867965644035,29,1,3
20,47,540,359,4.841886116991581,34,1,3
20,48,550,681,5.0,23,1,3
20,49,417,477,4.888196601125011,32,1,3
20,50,599,479,4.5968871125850725,37,1,3

